est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
0.1144339731,0.2558821427,40212.3488376074,72952057.3519991,21.83,True
0.1123453176999999,0.2512117673,44574.368624113,27061747.39662283,21.87,True
0.1557955241,0.3483693825,71524.6411282574,63467415.64658613,21.16,True
0.21505769,0.4808836139,16657.0610629125,58282056.80485013,20.46,True
0.0384197891,0.0859092601,49686.227522514695,26028106.927692205,24.2,False
0.2682594171,0.5998462923,63128.0836248617,16992409.641891982,19.98,True
0.2424124811,0.5420507863,17205.1673670856,16184585.063356178,20.2,True
0.0334622374,0.0748238376,51775.741632221296,60750486.42076805,24.5,False
0.046190746,0.1032856481,45560.6216049589,7240429.122734665,23.8,False
0.0080270317,0.0179489885,26807.714979575,15381959.474556267,27.6,False
0.185590173,0.4149922428,48885.7882249757,36211350.325735055,20.78,True
0.2315021222,0.5176544822,60063.964409912005,47900859.65594656,20.3,True
0.1123453176999999,0.2512117673,94912.0916832716,39153056.1406657,21.87,True
0.0201629919,0.0450858205999999,34487.9578822693,64045396.05304248,25.6,False
0.0350392641,0.0783501764,34803.321409783995,2976968.59101322,24.4,False
0.0802703167,0.1794898848,62427.7579226018,16365596.062570686,22.6,False
0.1272198785,0.2844722965,34436.8006200486,66518532.66122144,21.6,True
0.1838886721,0.411187571,50811.1994895149,62784716.07289916,20.8,True
0.1447288051,0.3236234466,63776.701033672005,67813829.81287956,21.32,True
0.1684825693,0.3767384779,88158.17781139359,64034791.61355029,20.99,True
0.2901048414,0.648694146,69297.7653395215,4831948.444693535,19.81,True
0.1272198785,0.2844722965,45333.2003231952,34889319.077281564,21.6,True
0.2016299194,0.4508582062,64369.935745406605,9262015.017209742,20.6,True
0.3330849243,0.7448005329999999,22133.7384095805,72566774.15636697,19.51,True
0.1616422833,0.3614431336,46286.223387846505,71191558.38180384,21.08,True
0.0058959660999999,0.013183781,41933.2157020418,55680104.35805306,28.27,False
0.2315021222,0.5176544822,90094.8861427219,73524449.91897607,20.3,False
0.1529519352999999,0.3420109247,47696.233997518895,29967756.8260447,21.2,True
0.0138214936,0.0309057992,81104.3583677741,63979819.78184862,26.42,False
0.1756123185,0.3926810818,48189.800978660496,17851922.917435303,20.9,True
1.1872849879,2.6548499417,66597.5125823386,65963115.15903061,16.75,True
0.1460679643,0.3266178973999999,113600.1146296954,20428704.25102298,21.3,True
0.0608912622,0.1361570015,31625.7907795052,48772314.65626156,23.2,False
0.3841978910999999,0.8590926012000001,92692.3630427525,68973049.89962617,19.2,True
0.2368944994,0.5297122041,49579.2264439022,23778875.27663625,20.25,True
0.1847374635999999,0.4130855266,31836.6394974137,54514211.45831511,20.79,True
0.0667659412999999,0.1492931834,53061.7513737751,63448833.70619897,23.0,False
0.0022623249,0.0050587123,44608.936110809,41497.880666094,30.35,False
0.1414343753,0.3162568776,47311.4921328119,44621361.23720465,21.37,False
0.1529519352999999,0.3420109247,19365.7843070996,27423871.914472155,21.2,False
0.0058150704,0.0130028927,14759.4841473626,33637075.59421796,28.3,False
0.0175612318,0.0392681082,28060.011511251298,70782694.07392362,25.9,False
0.5426939457,1.2135005535,72111.0541780933,35757349.34851845,18.45,True
0.0840533401999999,0.1879489824,39290.8358862385,16473425.294719676,22.5,False
0.0076657557,0.0171411509,55532.902147276,20869801.843480192,27.7,False
0.5182686946,1.1588840318,53971.318534310594,34165146.29161726,18.55,True
0.1214940408,0.2716689341,46096.003819048,50339201.05618562,21.7,True
0.1394938228999999,0.3119176705,91840.4622558036,8218048.540342579,21.4,True
0.040230458,0.0899580388,42990.9882760454,17279845.343733415,24.1,False
0.058150704,0.130028927,27680.196854655296,66768150.27584325,23.3,False
0.4619074603,1.0328564805,69681.4968915522,2558437.6427682783,18.8,True
0.0253837029,0.0567596853,39237.5910390898,40411497.61308129,25.1,False
0.160160338,0.3581294029999999,70277.5751489287,68114238.95616293,21.1,True
0.1925550782,0.4305662442,52460.7382243354,55313164.26980865,20.7,True
0.2658,0.5943468684000001,83009.02512181719,22922425.481234584,20.0,True
0.0067383719,0.0150674576,75087.8101577999,67177516.23026094,27.98,False
0.0880146521,0.1968067451,85936.1585803931,28859580.57972719,22.4,False
0.0348782733,0.0779901901,20623.9295407304,37221601.16769119,24.41,False
1.3018321019,2.9109850751,93521.5871018681,63490070.61338085,16.55,True
0.0188171989,0.042076536,28118.0042946558,6276504.7169348365,25.75,False
0.7525839925,1.682828966,46028.6912251458,6349805.668623378,17.74,True
0.0421264611,0.0941976306,88542.208247503,49472635.81184945,24.0,False
0.1873074177,0.4188321187,107320.24847355051,43413843.4182894,20.76,False
0.0499522409999999,0.1116966065,14813.8553137585,32761063.304230426,23.63,False
0.0022108281,0.0049435619,29509.060450369103,39253.73309865,30.4,False
0.0105816886,0.023661375,40197.2554047985,30697793.115183447,27.0,False
0.1724070324,0.3855138443,45433.9413874001,68201860.16395722,20.94,True
0.3346223745,0.7482383761,87089.9397981664,34093463.97392233,19.5,False
0.0242412481,0.0542050786,22172.348438613903,6066001.799151299,25.2,False
0.0821400526,0.1836707413,22829.1412758617,51821511.80663224,22.55,False
0.046190746,0.1032856481,41945.821145266,54304099.45472568,23.8,False
0.2272767323,0.5082062231000001,71878.8314373606,71656678.96869756,20.34,True
0.1669379118,0.3732845186999999,65643.8259371105,59657422.08752456,21.01,True
0.040230458,0.0899580388,24381.5952032142,31371946.65623029,24.1,False
0.0608912622,0.1361570015,29487.1411859463,53953980.62969725,23.2,False
0.4619074603,1.0328564805,45184.5760898516,8662198.931653518,23.52665299716035,True
0.0802703167,0.1794898848,46947.2914532916,59375316.00427911,22.6,False
0.0483676487999999,0.1081533507,43750.9501433514,32342649.73047429,23.7,False
0.4661814374,1.0424133839,91199.661858472,53326844.20321269,18.78,True
0.163137941,0.3647875257,88212.05831767211,7393521.943052966,21.06,True
0.0123752784,0.0276719637,22904.9475603355,62366172.76787015,26.66,False
0.7388477866,1.6521138758,44894.15910972,55558921.72083213,17.78,False
0.219055911,0.4898239078,78155.8036412821,66656856.55150229,20.42,False
0.0192555078,0.0430566244,71642.1344524546,53454730.05171217,25.7,False
0.2573682542,0.5754929115999999,65136.31772051231,39188627.91114877,20.07,True
0.0032851483,0.0073458149,11108.5981389579,15145091.951756475,29.54,False
0.1237527837,0.2767196367,65128.8943619464,49942572.26833399,21.66,False
0.2016299194,0.4508582062,56633.4527209204,58975323.31384328,20.6,True
0.1838886721,0.411187571,76616.4413488345,54444949.93335252,20.8,True
0.0160160338,0.0358129403,30294.379835249903,29580962.66200601,26.1,False
0.063760979,0.1425738833,8258.2964673567,40755033.89247312,23.1,False
0.0319561887,0.0714562102,7672.9237193951,29313146.092504025,24.6,False
0.2809020939,0.6281161771,40242.1705945243,8122819.248633483,19.88,True
1.2605351968,2.8186423881,78144.0153069269,62993935.97951042,16.62,True
0.0421264611,0.0941976306,14422.4991527397,8697823.240908526,24.0,False
0.1529519352999999,0.3420109247,51901.8554155295,59598866.33965128,21.2,True
0.3602093457999999,0.8054525833,101492.9521330399,21869271.03230733,19.34,True
0.2809020939,0.6281161771,33828.7025527429,28432863.87539244,19.88,True
0.1838886721,0.411187571,40232.968565341296,31880902.50075013,20.8,True
3.1956188672000003,7.1456210173,74073.69920506071,67421555.48990832,14.6,False
0.1144339731,0.2558821427,52991.0000987972,22387313.586089056,21.83,True
0.1272198785,0.2844722965,90848.4300262094,60980915.02684624,21.6,True
0.1838886721,0.411187571,50655.7323983682,37427725.460538335,20.8,True
0.0384197891,0.0859092601,15701.7637826632,41221630.44187183,24.2,False
0.063760979,0.1425738833,57235.3705743451,8125159.82698793,23.1,False
0.160160338,0.3581294029999999,32890.9370420619,10263449.00950168,21.1,False
0.0921626549,0.2060819612,31304.809100378,18241601.178809725,22.3,False
0.2315021222,0.5176544822,134155.8406213398,54806333.11895706,20.3,True
0.0125474356,0.028056919,12396.3188935373,5331396.043073405,26.63,False
0.3841978910999999,0.8590926012000001,100584.2410003037,19954936.38365072,19.2,True
0.0337718597,0.0755161741,31704.3923427014,10234956.928296791,24.48,False
0.1608996045,0.3597824532,29072.7757125075,46656975.5223411,21.09,False
0.1805323255,0.4036825521,31132.831662194,58365703.09252001,20.84,True
0.0557898221,0.1247498347,39722.61108125701,32897055.87626497,23.39,False
0.2597496533,0.5808178820000001,50472.464762547694,19797899.63988668,20.05,True
0.1010543415,0.2259643771,39730.3240245606,25512517.315225083,22.1,False
0.8483107619,1.8968805296,140348.90866497232,50937402.77128754,17.48,True
0.2315021222,0.5176544822,47623.7903054584,39057842.13785893,20.3,False
0.1181829908999999,0.2642652014,56061.0354173648,22089208.953113686,21.76,True
0.1925550782,0.4305662442,127727.8712019022,29053096.27041777,23.52665299716035,True
0.0101054342,0.0225964377,43914.4555893732,454934.88679945294,23.52665299716035,False
0.0608912622,0.1361570015,63889.5177218722,10079576.90614406,23.2,False
0.2315021222,0.5176544822,49224.7241635716,30954602.931641456,20.3,True
0.2538370294,0.5675968529,43490.9192032238,35762908.629764445,20.1,False
0.0022312846,0.0049893040999999,44239.2726059496,33766606.25633829,30.38,False
0.7287104149,1.6294460236,36794.7165328484,29925074.384564582,17.81,True
0.3685996992999999,0.8242139842,83037.45331618241,8722862.274158496,19.29,True
0.1453968429,0.3251172244999999,30884.901185499,38779339.77754305,21.31,True
0.1092835959,0.2443655492,25621.7038473464,15814689.429833325,21.93,True
0.1925550782,0.4305662442,64278.074521292,63942250.11685192,20.7,False
0.0421264611,0.0941976306,100520.5298407276,72197182.49075617,24.0,False
0.1460679643,0.3266178973999999,49060.1966620468,33578912.07700004,21.3,False
0.1010543415,0.2259643771,22833.1865224971,31130316.296284582,22.1,False
0.3094246986,0.69189466,66214.6027402367,50251813.44546534,19.67,True
0.1198270801,0.2679414966,90896.4963639497,71282038.12065788,21.73,True
0.0116025908,0.0259441818,71028.4130327941,72686466.33504932,26.8,False
0.2573682542,0.5754929115999999,27868.9158380564,35436418.952860184,20.07,True
1.7400229507,3.8908096001,95193.0136420438,42041594.67812112,15.92,True
0.1203801767,0.2691782583,37315.9890899644,11757877.02286062,21.72,False
0.1108038821,0.2477650126,57140.650508207,28496276.303155474,21.9,True
0.0664591797,0.1486072436,96794.25763135788,63948060.79731846,23.01,False
0.1394938228999999,0.3119176705,94774.5655366414,45142076.40181328,21.4,True
0.0028612445,0.0063979373,69956.9648852447,47166474.63152584,29.84,False
0.1925550782,0.4305662442,106111.0307763022,47245652.43081883,20.7,False
0.313729225,0.7015198734999999,48904.2042652102,45416747.7252361,19.64,True
0.6524616298,1.4589485569,129142.4219427542,58595138.2640229,18.05,True
0.160160338,0.3581294029999999,114858.4835974824,56377946.63205569,21.1,True
0.046190746,0.1032856481,31896.8627614554,15746050.351688232,23.8,False
0.1700415193,0.3802243961,97332.5663542602,20488251.4288601,20.97,True
0.1382149359,0.3090579921,107345.0612278696,67520426.36776789,21.42,False
0.0106305313999999,0.023770591,10751.1870427719,3224703.4266823567,26.99,False
0.1394938228999999,0.3119176705,53031.8541767137,66724773.19161358,21.4,False
0.1272198785,0.2844722965,54374.9970307453,60850157.55747341,21.6,True
0.2016299194,0.4508582062,51670.2229448566,59650693.71388428,20.6,True
0.0195233786,0.0436556017,70745.50774658589,5988315.715019021,25.67,False
0.0483676487999999,0.1081533507,81706.7914203218,62301491.540732495,23.7,False
0.1529519352999999,0.3420109247,34161.7520178517,27689214.135204334,21.2,False
0.2210828104,0.4943561925999999,50875.6895823895,17480061.358463634,20.4,True
0.1508533561,0.3373183589,25466.171832854503,38741086.15108472,21.23,True
0.2315021222,0.5176544822,43980.2514141314,20279652.26365061,20.3,True
0.0334622374,0.0748238376,31002.9825462178,67520102.44349998,24.5,False
0.1108038821,0.2477650126,49150.9821582076,47505814.37650865,21.9,False
0.0350392641,0.0783501764,62581.4038598108,3060111.272413535,24.4,False
0.0101054342,0.0225964377,27668.758609059703,43054189.97301653,27.1,False
0.1572370824,0.3515928047,23957.6844903529,49948873.0912618,21.14,True
0.2658,0.5943468684000001,44595.4246238459,12439460.985391855,20.0,True
0.1192765246,0.2667104172,36740.0037445376,55872879.06057395,21.74,False
0.0492668706,0.1101640716,19694.2700043041,66058677.44063854,23.66,False
0.0350392641,0.0783501764,40313.2130030437,69774231.98865888,24.4,False
0.0133215566999999,0.0297879063,12510.035485813898,23230616.07740429,26.5,False
0.1822027705999999,0.4074177807,51423.6703408056,54505979.31192581,20.82,True
0.0350392641,0.0783501764,44967.4954428524,22132579.85895133,24.4,False
0.2101623793,0.4699373665,42901.5435632467,38536040.68327708,20.51,True
0.01034082,0.0231227764,43326.4365873806,25637776.22512735,27.05,False
0.7287104149,1.6294460236,66444.5253277987,46989410.4130764,17.81,True
0.0232570687,0.0520043867,87473.8267131676,72310831.49892221,25.29,False
0.022108281,0.0494356193,48066.00370066274,1664095.769040484,25.4,False
0.0133215566999999,0.0297879063,43976.4173317908,25796035.33308717,26.5,False
0.5815070396,1.30028927,57478.0943472912,22412353.113012,18.3,True
0.0366906138,0.284910942017317,13379.7986695247,71445819.75366704,24.3,False
0.3669061375,0.8204270649,39987.2327519898,13823192.454147087,19.3,True
0.4116754573,0.9205343072,65566.8252801544,33617386.43511556,19.05,True
0.2170475943,0.4853331752,29578.5925146918,5741646.105943006,20.44,True
0.3051792326,0.6824015094,53086.5708607958,9123040.839947792,19.7,True
0.1838886721,0.411187571,41995.1864599376,57120783.48733778,20.8,False
0.1108038821,0.2477650126,57325.201177228206,37245705.52840919,21.9,True
0.0231502122,0.0517654482,41205.3564463175,69276052.84557852,25.3,False
0.1925550782,0.4305662442,80026.4224394471,59116595.26950907,20.7,True
0.7320739893000001,1.6369672047,37765.7724286465,6025774.767350643,17.8,True
0.1434019235,0.320656449,43148.7374120568,47190386.22042857,21.34,True
0.1838886721,0.411187571,65288.170343232,57815118.67863485,20.8,True
0.3346223745,0.7482383761,88051.8026548559,73074599.01107004,19.5,False
0.2424124811,0.5420507863,119275.8814575961,72586931.30248609,20.2,True
0.0384197891,0.0859092601,42057.5625905472,20020933.099658214,24.2,False
0.008405334,0.0187948982,28439.2358830281,50930617.71501432,27.5,False
0.1414343753,0.3162568776,46892.452926635306,65890128.54238652,21.37,True
0.0715409951,0.1599705282,45427.0809755192,25615841.482317965,22.85,False
0.0506471458999999,0.1132504610999999,37393.2183759023,44494639.31997293,23.6,False
0.0334622374,0.0748238376,13304.937237928,26222699.079775933,24.5,False
0.6230960191,1.3932850552,46107.377058397695,34250135.96815974,18.15,True
0.0201629919,0.0450858205999999,31464.219168015698,54597763.76860306,25.6,False
0.0088014652,0.0196806745,45687.0299298991,37414926.64469006,27.4,False
0.1572370824,0.3515928047,53684.340172799406,48545875.21202501,21.14,True
0.1838886721,0.411187571,37436.1715585336,73309131.61031488,20.8,True
0.0987540639,0.2208207998999999,34802.3495665522,69419746.79075961,22.15,True
0.2111324448,0.4721064988,37925.7219511333,21786317.711890865,20.5,True
0.040230458,0.0899580388,26397.367106144706,48885026.53849055,24.1,False
0.0965061469999999,0.2157943048,52028.455028634,40433326.739794455,22.2,False
0.0470494961,0.1052058716,43232.2592471802,8928808.11170652,23.76,False
0.1961349444,0.4385710684,4327.7178311349,71185285.59351687,20.66,False
0.2658,0.5943468684000001,48390.7163746072,62123579.94010823,20.0,True
0.0066765941,0.0149293183,13469.1040179035,29264464.05836713,28.0,False
0.0096506146999999,0.0215794304999999,50345.9672396076,50507616.73753442,27.2,False
0.3602093457999999,0.8054525833,63930.5431932892,21020162.946853142,19.34,True
0.160160338,0.3581294029999999,48417.0042122147,25265789.348019984,21.1,True
0.0319561887,0.0714562102,47954.194193722695,47817852.09134243,24.6,False
0.1925550782,0.4305662442,68895.9077498514,52095574.43128181,20.7,False
0.0144063837,0.0322136532,30123.7134343604,5476893.869290528,26.33,False
0.0101054342,0.0225964377,62512.8429829504,159626.582089486,27.1,False
0.160160338,0.3581294029999999,74111.941301796,52642525.14282425,21.1,True
0.3346223745,0.284910942017317,75423.74851842769,73926601.02244002,19.5,True
0.0109788026,0.0245493489,21246.368258489,5237952.366500417,26.92,False
0.3151773333,0.7047579421,105905.5134986164,33994060.97643917,19.63,True
0.0101054342,0.0225964377,19068.431787126498,34467365.464409105,27.1,False
0.0965061469999999,0.2157943048,21903.1626209476,32864812.01511857,22.2,False
0.1237527837,0.2767196367,9251.9602811089,14230127.847091526,21.66,False
0.2809020939,0.6281161771,32074.1598677435,20719133.81015736,19.88,True
0.2424124811,0.5420507863,102297.6298337904,58430235.18554106,20.2,True
0.1394938228999999,0.3119176705,63321.390315067,57568120.80695269,21.4,False
0.022108281,0.0494356193,52519.70129574349,62499627.75611526,25.4,False
0.1838886721,0.411187571,34899.0102090823,18481808.384298544,20.8,False
0.1925550782,0.4305662442,63608.6186257374,41105307.551296994,20.7,True
0.2347226375,0.5248557734,34607.0084918278,41133253.16644256,20.27,True
0.0211132445,0.0472106499,57308.75092489571,2777498.605900905,25.5,False
0.046190746,0.1032856481,24997.374941948903,22855497.42872761,23.8,False
0.0608912622,0.1361570015,27059.732573923306,5605150.406352068,23.2,False
0.1243240006,0.2779969164999999,31688.4166934738,46762675.5130466,21.65,True
0.6061149227,1.3553141694,74191.71869254191,60044941.42723807,18.21,True
0.0802703167,0.1794898848,48167.4487033408,41324879.88482864,22.6,False
0.135692229,0.303417048,56545.0822329437,6168069.688211277,21.46,True
0.2315021222,0.5176544822,48066.00370066274,63545623.51312918,20.3,False
0.0242412481,0.0542050786,45226.5156487339,23039955.342384364,25.2,False
0.1108038821,0.2477650126,63369.3953448374,16538051.769036908,21.9,True
0.1214940408,0.2716689341,66928.0645474866,43019442.11280249,21.7,True
0.2130860292,0.4764748465,57188.4029567676,14301805.093418663,20.48,True
0.1420872067,0.317716653,86116.48041432019,60795227.28406001,21.36,True
0.1010543415,0.2259643771,53593.01537418611,31667425.35291419,22.1,False
0.1332155667,0.2978790628,75798.81826866469,71648651.12811932,21.5,False
0.0535247906,0.1196850702,28980.3189302866,21657524.597189207,23.48,False
0.3051792326,0.6824015094,64329.2721335783,65481196.42179183,19.7,False
0.0105816886,0.023661375,44726.7383100371,52021719.62339917,27.0,False
0.0965061469999999,0.2157943048,80312.6284981387,61171705.86713371,22.2,True
0.1181829908999999,0.2642652014,84059.7954222488,23569869.26505951,21.76,True
0.1283970296,0.2871044863,38835.795483419,24934842.043544173,21.58,True
0.040230458,0.0899580388,31110.716718390697,40886468.68116217,24.1,False
0.1838886721,0.411187571,31102.745146777,39249340.18711703,20.8,True
0.0965061469999999,0.2157943048,47455.3876373701,63219118.99611621,22.2,False
0.1214940408,0.2716689341,28462.5772107056,45121241.4277452,21.7,False
0.2111324448,0.4721064988,130261.2587990132,19470510.625467326,20.5,True
0.0076657557,0.0171411509,27019.3504800742,10195841.154353855,27.7,False
0.138852907,0.310484539,70310.68604050031,49033789.44293893,21.41,False
0.0179702855,0.0401827799,22018.6015062164,71699268.79413636,25.85,False
0.0105816886,0.023661375,59441.2343723909,70245554.12533386,27.0,False
0.1453968429,0.3251172244999999,60442.5023964691,73445496.68104573,21.31,True
0.1272198785,0.2844722965,22794.7537529616,35783728.9133217,21.6,False
0.3503926411,0.7835017643000001,90836.605915704,56305483.32372064,19.4,False
0.0201629919,0.0450858205999999,23848.571835985,5184460.222290694,25.6,False
0.0188258665999999,0.0420959174,35531.8093913021,2875263.13271289,25.749,False
0.0421264611,0.0941976306,63110.9903974776,56219934.83929456,24.0,False
0.3602093457999999,0.8054525833,48433.6543047379,44318072.06564762,19.34,False
0.0053524791,0.011968507,22691.3077514417,166541.803469384,28.48,False
0.1160259082,0.2594418179,57803.05267546071,30608759.83813444,21.8,True
0.1058168859,0.2366137501,38026.2332933215,18398066.982302915,22.0,False
0.0150160248,0.0335768522,80992.5298487806,59485944.87080642,26.24,False
0.4079011939999999,0.912094798,56831.374632613,38487291.52457592,19.07,True
0.5656593584,1.2648527775,127495.1576432221,70732849.66433683,18.36,True
0.1214940408,0.2716689341,70865.4882608248,31915111.61415493,21.7,True
0.0305179233,0.0682401509,61387.9178113937,13286898.99014494,24.7,False
0.1460679643,0.3266178973999999,51486.8813699821,73186604.2677601,21.3,True
0.0699125232,0.1563291544,75856.0928650258,60691949.26791002,22.9,False
0.1508533561,0.3373183589,25152.983283330897,24440897.26817417,21.23,True
0.3471802221,0.7763185770000001,88304.1342585865,59306226.89086169,19.42,True
0.2016299194,0.4508582062,99844.6625962067,43752315.07675217,20.6,True
0.2597496533,0.5808178820000001,82693.92989807599,10901798.574251648,20.05,True
0.0530340723,0.1185877909,23323.0149260621,71687634.62762561,23.5,False
0.2401900301,0.5370812349,56442.6445392371,15888175.47896642,20.22,True
0.1108038821,0.2477650126,107774.157210102,48805425.73626036,21.9,True
0.1214940408,0.2716689341,27105.6820785232,39501790.09333218,21.7,True
0.1414343753,0.3162568776,91444.4927701877,73955059.3992448,21.37,True
0.0780827277,0.1745982871,23117.2261735584,29448327.63464616,22.66,False
0.0506471458999999,0.1132504610999999,53209.0822614192,66745216.96725161,23.6,False
0.2091967709,0.4677782004,41039.403338687,26957139.14125302,20.52,False
0.2424124811,0.5420507863,41797.178352645096,25448128.058250315,20.2,True
0.1394938228999999,0.3119176705,94215.2812671398,74548461.70052157,21.4,True
0.1394938228999999,0.3119176705,36375.6626026682,53194172.70389215,21.4,True
2.3043846658,5.152760759,42887.6251673998,6931174.79595054,15.31,True
0.0319561887,0.0714562102,24372.2108167828,9125407.642808847,24.6,False
0.1187284988,0.2654849942,41405.8048542148,34508385.27516204,21.75,False
0.2424124811,0.5420507863,55786.2439986238,70791322.84914565,20.2,True
0.2694976463,0.6026150570000001,94664.1670881008,67600748.08213362,19.97,False
0.0069912522999999,0.0156329154,53973.79364307821,549623.875881469,27.9,False
0.1123453176999999,0.2512117673,15059.8820723383,69859291.12349239,21.87,True
0.5553349115999999,1.2417666126,47591.6323373172,66021833.01115581,18.4,False
0.6376097899000001,1.4257388333,95050.4801310216,24056359.45888912,18.1,True
0.2658,0.5943468684000001,79961.9451615814,52114503.54344588,20.0,False
0.0037718548999999,0.0084341239,18973.4525134164,52881417.90662832,29.24,False
0.0127219879,0.0284472297,15979.9752723595,3609203.8664194862,26.6,False
0.1724070324,0.3855138443,56665.5473061068,52151210.7019231,20.94,True
0.1332155667,0.2978790628,94280.35112980632,14950559.997855632,21.5,True
0.011982708,0.0267941497,59291.1743324231,66537230.71947529,26.73,False
0.1332155667,0.2978790628,60546.4553899616,35084363.19445015,21.5,False
0.3346223745,0.7482383761,69611.35325640769,57430290.20068839,19.5,True
0.0201629919,0.0450858205999999,12362.875566416202,16653598.441143677,25.6,False
0.4661814374,1.0424133839,39902.9961566887,66172257.97785948,18.78,False
0.1272198785,0.2844722965,63782.8586316846,74581284.75974126,21.6,True
0.0506471458999999,0.1132504610999999,23150.3750318428,59037687.89828569,23.6,False
0.1838886721,0.411187571,49033.0929340555,62929172.41370513,20.8,False
0.0398616229,0.0891332986,46930.5426156358,5993994.943837193,24.12,False
0.2210828104,0.4943561925999999,97375.8154965887,32007356.922030505,20.4,True
0.0069912522999999,0.0156329154,69973.51989470799,43361103.4970494,27.9,False
0.2130860292,0.4764748465,39192.6739944348,15849078.060682133,20.48,False
0.1010543415,0.2259643771,45192.6067808434,7418399.410603338,22.1,False
0.2315021222,0.5176544822,51277.00469412599,12901922.679583345,20.3,True
0.2424124811,0.5420507863,38055.0683960647,24416313.52108176,20.2,True
0.1160259082,0.2594418179,114001.9450071012,65012071.20463672,21.8,True
0.4836764882,1.0815335068,76069.012436716,47708679.78447636,18.7,False
0.5815070396,1.30028927,48976.5514227574,63927800.29403096,18.3,False
0.02658,0.0594346868,67435.54333092581,52064080.20506198,25.0,False
0.8176265334,1.8282685088,126269.6788391213,67635610.90831074,17.56,True
0.0167708462,0.0375007522,33474.148114267,1263773.708974285,26.0,False
0.0921626549,0.2060819612,42013.0566149663,48713953.78953353,22.3,False
0.2390864572,0.5346135707,64254.538112373,25473225.8834632,20.23,True
0.022108281,0.0494356193,31309.524940941203,48239910.37784453,25.4,False
0.2016299194,0.4508582062,39426.3352741241,71241309.90607315,20.6,True
0.0530340723,0.1185877909,25978.660828456497,2952263.4452493014,23.5,False
0.160160338,0.3581294029999999,43065.5492400793,36374135.11333748,21.1,False
0.0468333233,0.1047224945,27033.6855686578,58999540.44143569,23.77,False
0.0192555078,0.0430566244,51551.3741134212,63695392.238856494,25.7,False
0.1160259082,0.2594418179,55146.968179886906,67088463.3110116,21.8,True
0.2180494405,0.4875733714,57611.0238098983,67767876.90764488,20.43,True
0.1272198785,0.2844722965,57132.003270450194,53269397.75346505,23.52665299716035,True
0.1756123185,0.3926810818,26101.495925387204,45605706.36561073,20.9,False
0.1453968429,0.3251172244999999,21058.3262238259,65022325.42055544,21.31,True
0.1756123185,0.3926810818,140474.9900721982,71805512.30382314,20.9,False
0.0110803882,0.0247765013,20500.0706471481,45590017.49843151,26.9,False
0.0802703167,0.1794898848,90292.2355501236,65753854.9208336,22.6,False
0.1899131235,0.4246586539,95344.5691057334,7356467.837195648,20.73,True
0.1616422833,0.3614431336,63717.456914717804,32797719.569512267,21.08,True
1.4947032424000002,3.3422580561,67691.3365596931,22258406.23845387,16.25,True
0.0101054342,0.0225964377,21464.7509348357,2679330.419156299,27.1,False
0.1394938228999999,0.3119176705,109945.6841417368,13171858.661948765,21.4,True
0.0127219879,0.0284472297,35207.4080792163,42465203.93550024,26.6,False
0.1108038821,0.2477650126,63267.1465628768,12932310.509876229,21.9,True
0.4212646106,0.9419763057,106039.756456916,22715397.87156901,19.0,True
0.1677084622,0.3750075218,40173.6922895077,63613378.46786258,21.0,True
0.1716148941,0.3837425691,35910.7774058321,20747477.370596908,20.95,True
0.0342416731,0.0765667087,45484.06713972481,12052534.00836418,24.45,False
0.0088014652,0.0196806745,35509.970334287405,668228.881963154,27.4,False
0.2315021222,0.5176544822,137886.9477296724,74312641.33289221,20.3,False
0.8483107619,1.8968805296,65378.34113355941,66149727.77568834,17.48,True
0.2272767323,0.5082062231000001,91297.3714144103,18489212.371839304,20.34,True
0.046190746,0.1032856481,36744.2665795321,64172025.78806671,23.8,False
0.2561857545,0.5728487619,32591.409123254,33592166.88211586,20.08,True
0.0073207399,0.016369672,21868.6993532568,3761427.223917347,23.52665299716035,False
0.0735453089,0.1644523102,78783.5006806547,70526380.53343955,22.79,False
0.1394938228999999,0.3119176705,44287.69000218911,41747906.06954964,21.4,True
0.1467421834,0.3281254972,91762.25105028712,41993733.69693393,21.29,True
0.0201629919,0.0450858205999999,27874.7986114688,59462625.36035359,25.6,False
0.1058168859,0.2366137501,48033.24687122111,51117651.46463588,22.0,True
0.1123453176999999,0.2512117673,23482.1902152726,41277052.727719866,21.87,True
0.0183888672,0.0411187571,26034.2790184129,8413796.94932333,25.8,False
0.2200670271,0.4920848322,4892.3571404444,60775698.68835149,20.41,False
0.1838886721,0.411187571,24989.6975851219,14626445.50129314,20.8,True
0.1214940408,0.2716689341,45439.9469484541,55669447.7687434,21.7,True
0.0667659412999999,0.1492931834,72340.8703729146,5379280.271769586,23.0,False
0.0649463841,0.1452245297,48069.8516777368,43053621.72550733,23.06,False
0.1214940408,0.2716689341,65586.33016539589,6753296.256455538,21.7,True
0.0481454197,0.1076564311999999,41334.2521440458,61104943.53914712,23.71,False
0.1332155667,0.2978790628,35265.1556645427,6886336.364927772,21.5,True
0.0160899605,0.0359782452999999,43850.5606537405,18738926.7912428,26.09,False
0.1214940408,0.2716689341,54844.3432841004,57495353.62046432,21.7,False
0.0253837029,0.0567596853,22147.7123979366,54944364.844597794,25.1,False
0.1338304618,0.2992540101,24659.5088392127,9621284.83370479,21.49,True
0.2111324448,0.4721064988,44170.4983982522,28973941.464317404,20.5,False
